資料日期,資料時間,代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,投資人成交買賣別,暫停交易開始時間,成交量,進度日期,上市櫃進度
"1150211","163004","6035","悠遊卡","52.54","51.9","3000","54.2","5667","54.2","54.2","54.2","54.2","B","000000","333","",""
"1150211","163004","6407","相互","18.63","17.95","20000","18.1","4000","18.45","18","18.23","18.1","B","000000","513555","",""
"1150211","163004","6428","淘米","12.5","11.9","10000","12.5","10000","0","0","0","0","","000000","0","",""
"1150211","163004","6434","達輝光電","5.14","5.09","1000","5.18","4991","5.44","4.94","5.15","5.18","B","000000","1158965","",""
"1150211","163004","6467","泰合","124.59","122.5","1980","124.5","4989","125","120","121.79","124.5","B","000000","140651","",""
"1150211","163004","6473","美賣*","8.04","7.75","5000","8.1","5000","8.33","7.95","8.04","7.95","S","000000","79366","",""
"1150211","163004","6483","原創生醫","15.35","15.55","5000","16","5000","15.7","15.45","15.54","15.6","S","000000","734179","",""
"1150211","163004","6493","雷虎生","26.05","27.3","3000","28.25","2750","28.25","26.6","27.27","28.25","B","000000","96910","",""
"1150211","163004","6518","康科特","25.96","25.85","3000","27","9000","0","0","0","0","","000000","0","",""
"1150211","163004","6536","碩豐","15.6","15.15","5000","15.8","5000","15.8","15.8","15.8","15.8","B","000000","5000","",""
"1150211","163004","6539","麗彤","56.94","56.8","3000","59","5998","59","58.7","58.7","59","B","000000","3002","",""
"1150211","163004","6543","普惠醫工","27.95","28","7000","28.35","3000","28.3","28","28.19","28.2","S","000000","7057","",""
"1150211","163004","6549","景凱","7.6","7.51","5000","7.7","4994","7.84","7.47","7.54","7.7","B","000000","133873","",""
"1150211","163004","6555","榮炭","25.98","25.95","2999","26.25","7999","26.6","25.75","26.1","25.95","S","000000","51688","",""
"1150211","163004","6559","研晶","12.58","12.4","5000","12.95","3999","13.25","12.2","12.62","12.5","B","000000","39963","",""
"1150211","163004","6563","映智","28.28","28.3","3000","28.5","4000","29.2","27.8","28.4","28.4","B","000000","39202","",""
"1150211","163004","6564","安特羅","19.7","19.3","10000","19.95","5000","20","19.35","19.71","19.95","B","000000","38960","",""
"1150211","163004","6565","物聯","16.48","16.25","5000","16.9","9998","16.9","16.4","16.65","16.9","B","000000","23029","",""
"1150211","163004","6572","博錸","8.17","7.96","5000","8.31","5000","8.32","7.96","8.04","8.08","B","000000","24514","",""
"1150211","163004","6580","台睿","19.99","19.8","6000","20.2","7996","20.2","19.8","20.01","20.2","B","000000","120562","",""
"1150211","163004","6583","友松","11.89","11.75","5000","12.2","5000","12.1","12.1","12.1","12.1","B","000000","4005","",""
"1150211","163004","6586","醣基","26.29","26.05","6000","26.4","8990","27.15","25.9","26.23","26.4","B","000000","325656","",""
"1150211","163004","6595","光禹國際","32","31.5","6000","33.1","5997","33.25","31.75","33.06","33.1","B","000000","813728","",""
"1150211","163004","6599","普達系統","60.11","57.6","6000","60.2","6000","0","0","0","0","","000000","0","",""
"1150211","163004","6604","儒億","23.27","22.85","2999","23.45","3000","23.95","22.85","23.1","23.45","B","000000","19898","",""
"1150211","163004","6610","安成生技","21.52","21.5","6000","21.85","3000","22.7","21.3","21.55","21.9","B","000000","785372","",""
"1150211","163004","6618","永虹先進","19.08","19","3000","19.35","9991","19.6","17.9","18.71","19.35","B","000000","1299531","",""
"1150211","163004","6621","華宇藥","12.21","11.9","10000","12","14000","12.3","11.9","11.99","12","B","000000","344842","",""
"1150211","163004","6622","百聿數碼","8.86","8.65","5000","9","4000","9.03","8.9","8.97","9","B","000000","31256","",""
"1150211","163004","6634","欣耀","38.29","38.05","6000","39.05","3000","39","38.5","38.81","39","B","000000","14260","",""
"1150211","163004","6638","沅聖","25.01","24.25","3000","25.4","3000","25.4","24.25","24.94","24.6","B","000000","18224","",""
"1150211","163004","6639","源大環能","9.35","8.95","10000","9.41","5000","9.36","9.36","9.36","9.36","B","000000","1109","",""
"1150211","163004","6648","斯其大","23.52","23.05","2999","24.05","5000","24.05","23.05","23.94","24.05","B","000000","16054","",""
"1150211","163004","6650","帝圖","30","29","3000","30","2000","30","30","30","30","B","000000","2100","",""
"1150211","163004","6652","雅祥生醫","7.33","7.3","2000","7.67","4914","7.67","7.2","7.5","7.67","B","000000","59107","",""
"1150211","163004","6659","天明製藥","22.65","22.95","3000","24.05","3000","24.05","21.95","22.64","24.05","B","000000","63247","",""
"1150211","163004","6665","康聯生醫","20.01","19.9","5000","20.4","2990","20.5","19.6","20","20.4","B","000000","17250","",""
"1150211","163004","6673","和詮","9.24","9.1","5000","9.36","4998","9.37","8.65","8.89","9.36","B","000000","622126","",""
"1150211","163004","6676","祥翊","15.73","15.9","5000","16.05","4993","17.5","15.35","15.81","15.9","S","000000","356015","",""
"1150211","163004","6677","瑩碩生技","19.05","18.8","14998","19.25","4000","19.3","18.8","19.01","18.8","S","000000","14004","",""
"1150211","163004","6682","華旭先進","25.62","24.25","9800","24.5","13000","25.65","24.05","24.55","24.25","S","000000","1107262","",""
"1150211","163004","6696","仁新","400.67","394.5","2000","397","5997","400.5","385.5","394.13","397","B","000000","896891","",""
"1150211","163004","6704","國璽幹細胞","23.58","23.6","3000","23.75","3000","24","23.5","23.66","23.75","B","000000","104711","",""
"1150211","163004","6705","振躍精密","59.15","58.2","3000","60","3000","61","58.3","59.55","58.3","S","000000","9120","",""
"1150211","163004","6707","富基電通","20.14","21.25","9781","21.45","6897","24.45","20.5","22.06","21.45","B","000000","719097","",""
"1150211","163004","6709","昱厚生技","31.67","31.1","2000","31.75","5998","31.95","31.1","31.53","31.75","B","000000","20922","",""
"1150211","163004","6723","傑智環境","41.45","39.15","6000","40.9","4998","41.8","38.5","40.12","40.9","B","000000","102827","",""
"1150211","163004","6729","機光科技","54.67","49.65","2800","52","2960","54.5","49.4","50.35","52","B","000000","253548","",""
"1150211","163004","6734","安盛生","8.02","8","5000","8.32","4806","8.39","7.9","8.18","8.32","B","000000","61440","",""
"1150211","163004","6737","秀育","44.05","41.85","2000","42.95","3000","44","41.85","42.05","43","B","000000","7304","",""
"1150211","163004","6738","鼎恒","73.97","73.2","6000","76.7","5000","76.7","73.3","74.26","76.7","B","000000","11106","",""
"1150211","163004","6744","豐技生技","17.5","16.65","10000","17.5","9990","17.5","17.5","17.5","17.5","B","000000","10","",""
"1150211","163004","6748","亞果生醫","68.64","66","5650","66.6","2990","68.4","63.2","66.72","66.6","B","000000","440447","",""
"1150211","163004","6750","泰創工程","56.44","53.6","3000","54","2985","55.9","52","53.47","54","B","000000","550941","",""
"1150211","163004","6755","連鋐科技","17.9","17.9","4500","18","5000","18","17.9","17.96","17.95","B","000000","8801","",""
"1150211","163004","6758","冠亞","38.4","36.8","3000","38.35","2999","38.35","37","37","38.35","B","000000","3001","",""
"1150211","163004","6775","穎台科技","22.71","22.6","6000","22.9","5000","23","22.65","22.83","22.8","S","000000","27095","",""
"1150211","163004","6780","學習王","29.98","30","3000","31.45","3000","31","31","31","31","B","000000","3000","",""
"1150211","163004","6784","天凱科技","18.37","18.15","5000","19","4950","19","18.2","18.27","19","B","000000","5061","",""
"1150211","163004","6786","芯測","79.21","73.8","3000","74.6","6384","79.1","72.8","73.81","74.5","B","000000","714349","",""
"1150211","163004","6787","晶瑞光","24.32","23.95","7000","24.15","5390","24.85","23.9","24.1","24.15","B","000000","256328","",""
"1150211","163004","6793","天力離岸","6.49","6.2","5000","6.49","5998","6.6","6.2","6.34","6.49","B","000000","186938","",""
"1150211","163004","6797","圓點奈米","14.42","14","10000","14.7","10000","15.3","13.8","14.18","14.7","B","000000","139675","",""
"1150211","163004","6798","展逸","40.84","39.1","3000","41","4992","41","41","41","41","B","000000","1008","",""
"1150211","163004","6808","三鼎生技","40.86","41","3000","41.5","5985","41.75","40.4","41.03","41.5","B","000000","132990","",""
"1150211","163004","6810","新穎生醫","19.25","19.9","5000","20.25","2986","20.25","19.25","19.64","20.25","B","000000","121519","",""
"1150211","163004","6812","梭特","51.91","48.1","6000","48.3","3000","53.7","46.55","49.42","48.3","B","000000","367968","",""
"1150211","163004","6814","路迦生醫","27.59","26.55","3000","27.8","3000","28.3","26.8","27.31","28.2","B","000000","37022","",""
"1150211","163004","6815","晶鑽生醫","58.34","56.6","5000","59.3","5000","59.3","55.1","57.03","59.3","B","000000","67205","",""
"1150211","163004","6816","捷智商訊","38.89","37.6","3000","39.45","3000","39.45","39.45","39.45","39.45","B","000000","890","",""
"1150211","163004","6817","溫士頓","81.21","80.2","3000","81.7","3000","81.9","80.1","81.12","81.7","B","000000","5442","",""
"1150211","163004","6818","連騰","47.42","47","3000","47.9","1999","48.5","46.45","47.18","47.9","B","000000","29626","",""
"1150211","163004","6819","眾智","21","20.7","3000","21.7","2998","21.7","20.7","20.95","21.7","B","000000","11202","",""
"1150211","163004","6820","連訊","73.8","71.6","3000","72.7","3000","74","71.7","72.18","72.6","B","000000","50533","",""
"1150211","163004","6825","和暢科技","31.73","31.65","2036","33","9000","32.8","31.35","31.66","32.1","B","000000","30094","",""
"1150211","163004","6826","和淞","489.46","493","5948","496","1994","498","489","494.04","496","B","000000","83914","",""
"1150211","163004","6827","巨生醫","11.91","11.7","5000","12","5000","12.1","11.7","11.78","11.8","B","000000","44537","",""
"1150211","163004","6832","金鼎科","55.3","53","3000","55.1","5472","55.3","53","54.52","55.1","B","000000","9456","",""
"1150211","163004","6833","太康精密","28.35","26.35","3000","26.85","6000","28.65","25.2","26.99","26.9","B","000000","158717","",""
"1150211","163004","6839","開陽能源","12.4","11.5","9900","12","8887","12","11.45","11.73","12","B","000000","81572","",""
"1150211","163004","6842","一元素","59.03","58.5","3000","59.8","5985","62.8","57.8","59.77","59.8","B","000000","605243","",""
"1150211","163004","6847","普瑞博","71.18","70.5","3000","74.1","1000","74.2","73.5","73.79","74.1","B","000000","8546","",""
"1150211","163004","6848","拉法醫","16.43","16.25","3999","16.85","4444","16.85","16.25","16.47","16.25","S","000000","1657","",""
"1150211","163004","6849","奇鼎科技","70.08","68.9","2999","70.3","9000","70.3","64.7","67.19","70.3","B","000000","437708","",""
"1150211","163004","6850","光鼎生技","43.78","43.35","5000","44.35","3000","45","43.8","44.37","44","B","000000","16805","",""
"1150211","163004","6857","宏碁智醫","100","100","1900","101","2000","100","100","100","100","S","000000","100","",""
"1150211","163004","6858","愛比科技","23.6","22.9","3000","23.1","3000","23.6","23","23.26","23","S","000000","26000","",""
"1150211","163004","6864","元樟生技","70.15","67.2","9000","68","11540","70","67.2","68.03","68","B","000000","129653","",""
"1150211","163004","6867","坦德科技","24.5","24.35","3000","24.85","10996","24.85","23.9","24.6","24.85","B","000000","9458","",""
"1150211","163004","6868","采威國際","24.88","25.05","2000","26","3000","26","25","25.32","25.05","S","000000","15001","",""
"1150211","163004","6876","朗齊生醫*","21.88","21.9","5000","22.1","4995","22.15","21.85","22","22.1","B","000000","321897","",""
"1150211","163004","6878","歐付寶","13.43","13.35","19000","14.05","20000","13.95","13.35","13.43","13.45","B","000000","15801","",""
"1150211","163004","6879","大江基因","38.3","36.4","3000","37.3","3000","37.3","36.5","36.7","37.3","B","000000","4005","",""
"1150211","163004","6882","甲尚","17.71","17.35","4000","17.8","4999","18.4","17","17.38","17.8","B","000000","40766","",""
"1150211","163004","6883","微電能源","25.9","21.7","2500","22.7","3000","25.55","21.7","23.72","22.65","B","000000","78189","",""
"1150211","163004","6886","遠東生技","48.27","48","3000","50","1987","50","48.25","49.46","50","B","000000","5017","",""
"1150211","163004","6891","樂迦再生","27.12","26.7","3000","26.95","9000","27.35","26.6","26.93","26.9","B","000000","272598","",""
"1150211","163004","6892","台寶生醫","28.82","28.3","6000","28.75","5698","28.8","28","28.46","28.75","B","000000","101204","",""
"1150211","163004","6898","程曦資訊","126.51","124","4200","129.5","4019","129.5","124","126.51","129.5","B","000000","3440","",""
"1150211","163004","6908","宏碁遊戲","59.12","58","1929","60","3000","60","58","58.97","58","S","000000","2081","20251223","n"
"1150211","163004","6911","群運","32.98","33","3000","33.65","2998","33.65","32","32.98","33.65","B","000000","88725","",""
"1150211","163004","6912","益鈞環科*","18.12","17.9","15000","18.25","7000","18.85","17.9","18.12","18.25","B","000000","545724","",""
"1150211","163004","6915","美強光","24.95","25.65","6000","25.85","1980","25.85","24.8","25.56","25.85","B","000000","42566","",""
"1150211","163004","6917","竟天","23.21","23.05","3000","23.35","3000","23.9","22.7","23.25","23.25","B","000000","215728","",""
"1150211","163004","6920","恆勁科技","28.95","30","1403","30.65","5000","31.4","28.85","30.37","30.6","B","000000","368595","",""
"1150211","163004","6926","聖安生醫","68.84","66.9","3000","69.4","2990","69.6","67","67.73","69.4","B","000000","12761","",""
"1150211","163004","6927","聯合聚晶","40.25","40.15","6000","41.5","3000","40.3","39.05","40.12","40.3","B","000000","26510","",""
"1150211","163004","6932","水星生醫*","8.81","8.43","5000","8.55","4692","8.79","8.43","8.58","8.55","B","000000","589652","",""
"1150211","163004","6935","王子製藥","28.9","29","2990","29.3","2000","29.3","28.4","28.75","29.3","B","000000","48252","",""
"1150211","163004","6938","藍新資訊","74.78","74.5","1000","78.1","2998","78.3","74.5","75.28","74.5","S","000000","22376","",""
"1150211","163004","6939","啟弘生技","20.41","19.4","5000","20.15","2980","20.3","19.45","19.82","20.15","B","000000","42680","",""
"1150211","163004","6940","格斯科技*","25.49","23.8","13999","23.95","2999","25.35","22","23.81","23.95","B","000000","3775111","",""
"1150211","163004","6945","圓祥生技","167.04","167","17854","168","2998","170.5","166.5","167.86","168","B","000000","174709","20260204","B"
"1150211","163004","6946","三地能源","10.96","10.5","2995","10.95","4646","11.1","10.45","10.71","10.5","S","000000","581638","",""
"1150211","163004","6947","台鎔科技","79.22","78.7","4000","79.2","3000","79.6","78","78.71","79.3","B","000000","111670","20251223","a"
"1150211","163004","6959","兆捷科技","68.92","68.4","3000","68.8","3000","69.3","68","68.68","68.9","B","000000","80828","",""
"1150211","163004","6963","品元","30.25","29","6000","30.25","3000","0","0","0","0","","000000","0","",""
"1150211","163004","6972","博瑞達應材","25.8","25.4","3000","26.65","2999","27.05","24.7","25.73","26.65","B","000000","21825","",""
"1150211","163004","6973","永立榮","33.73","33.7","3000","34.15","6940","34.15","33.9","34.03","34.15","B","000000","26060","",""
"1150211","163004","6976","育世博-KY","13.63","13.45","19800","13.8","14822","14","13.4","13.61","13.8","B","000000","602252","",""
"1150211","163004","6977","聯純","169.78","169","3000","171","2900","171.5","168.5","169.45","171","B","000000","39403","",""
"1150211","163004","6979","勝釩","104.02","100.5","2000","103.5","7000","103","100","101.65","100.5","S","000000","24013","",""
"1150211","163004","6980","鐳洋科技","138.48","131.5","1000","134","1171","140","131.5","133.55","134","B","000000","163267","",""
"1150211","163004","6983","華洋精機","175.75","174","2000","178","1987","178.5","172","175.89","177.5","B","000000","13419","20260128","E"
"1150211","163004","6984","ACpay","27.31","27.4","2707","28.45","3000","28.25","26.95","27.76","27.4","S","000000","11212","",""
"1150211","163004","6986","和迅","58.19","57.6","3000","58","3000","59.8","57.5","57.73","58","B","000000","49234","20251229","A"
"1150211","163004","6987","寶晶能源*","20.55","20.2","3000","20.4","9000","20.65","20.1","20.29","20.35","B","000000","132114","",""
"1150211","163004","6990","華鉬","21.78","20.7","3000","21.35","2999","21.35","20.7","20.97","21.35","B","000000","39802","",""
"1150211","163004","6995","野獸國","57.59","57.3","3000","58","6000","58","57","57.82","57.7","B","000000","14520","",""
"1150211","163004","6999","瀚醫生技","33.45","31.9","3000","33.45","3000","33.45","33.3","33.3","33.3","B","000000","3010","",""
"1150211","163004","7419","達勝","20.8","22.65","5000","23.7","900","25.2","20.9","23","23.7","B","000000","2558117","",""
"1150211","163004","7427","華上生醫","33.53","33.35","3000","34.15","4803","34.15","32.85","33.23","34.15","B","000000","293931","",""
"1150211","163004","7443","凡事康","10","9.99","4999","10.45","5000","10.5","9.99","10.03","9.99","S","000000","10002","",""
"1150211","163004","7455","樺緯物聯","63.28","63.2","1850","63.5","3000","63.3","63.2","63.27","63.2","S","000000","4150","",""
"1150211","163004","7507","環拓科技","31.53","30.7","3000","31","8000","32.1","30.7","31.25","31","B","000000","93102","",""
"1150211","163004","7516","清淨海","10.85","10.6","5000","11","9916","11.1","10.6","10.82","10.6","S","000000","68895","",""
"1150211","163004","7530","鋒魁科技","17.95","17.1","5000","17.3","4980","18","16.95","17.33","17.3","B","000000","258133","",""
"1150211","163004","7551","知識科技","13.63","13.45","1000","14","4884","14","13.45","13.65","14","B","000000","17916","",""
"1150211","163004","7558","群利科技","12.65","12.55","5000","12.65","3500","12.85","12.5","12.59","12.65","B","000000","149920","",""
"1150211","163004","7561","光晟生技","23.7","23.5","2000","24.6","1000","24.6","23.5","23.71","24.6","B","000000","33315","",""
"1150211","163004","7562","博來科技","43.05","42.5","3000","43.2","2900","43.2","43.2","43.2","43.2","B","000000","100","",""
"1150211","163004","7566","亞果遊艇","15.86","15.65","9767","15.9","9999","16.1","15.65","15.83","15.9","B","000000","106105","",""
"1150211","163004","7575","安美得","28.41","27.8","3000","28.05","3000","28.35","27.9","28.03","28.1","B","000000","17002","",""
"1150211","163004","7578","利百景","30.53","30.1","3000","30.4","1950","30.7","30.15","30.31","30.4","B","000000","33902","",""
"1150211","163004","7583","國際海洋","68.11","70","9000","73.6","9000","72.8","68.2","70.23","71.4","S","000000","30625","",""
